,date,open,close,high,low,volume,code
812,2010-09-21,22.18,22.079,22.312,21.939,167102.0,601318
813,2010-09-27,22.07,22.637,22.668,22.018,285604.0,601318
814,2010-09-28,22.563,22.418,22.743,22.281,176372.0,601318
815,2010-09-29,22.391,22.448,22.738,22.325,156960.0,601318
816,2010-09-30,22.325,23.244,23.512,22.251,381395.0,601318
817,2010-10-08,23.072,24.241,24.395,23.072,456474.0,601318
818,2010-10-11,24.479,25.577,26.136,24.479,700043.0,601318
819,2010-10-12,25.437,25.714,25.841,25.296,349516.0,601318
820,2010-10-13,25.687,26.061,26.171,25.577,387057.0,601318
821,2010-10-14,27.247,26.72,27.731,26.676,702542.0,601318
822,2010-10-15,26.588,27.555,27.687,26.509,603689.0,601318
823,2010-10-18,27.555,26.584,28.214,26.369,597217.0,601318
824,2010-10-19,26.522,27.524,27.634,26.505,341665.0,601318
825,2010-10-20,27.524,29.436,29.533,27.511,935111.0,601318
826,2010-10-21,29.44,28.86,29.44,28.597,404072.0,601318
827,2010-10-22,28.698,28.562,29.225,28.307,309749.0,601318
828,2010-10-25,28.553,29.37,29.533,27.907,389993.0,601318
829,2010-10-26,29.269,28.135,29.269,27.907,549491.0,601318
830,2010-10-27,27.687,26.931,28.03,26.804,600165.0,601318
831,2010-10-28,26.5,26.725,26.975,26.369,441111.0,601318
832,2010-10-29,26.725,26.333,26.808,26.162,361930.0,601318
833,2010-11-02,27.274,26.584,27.296,26.483,530352.0,601318
834,2010-11-03,26.5,26.562,27.072,25.863,417023.0,601318
835,2010-11-04,26.623,27.006,27.371,26.566,325291.0,601318
836,2010-11-05,27.467,27.463,27.731,27.212,317454.0,601318
837,2010-11-08,27.467,27.089,27.489,26.839,315756.0,601318
838,2010-11-09,27.098,26.439,27.098,26.369,336815.0,601318
839,2010-11-10,26.347,26.808,26.83,25.969,340583.0,601318
840,2010-11-11,26.975,27.463,28.021,26.65,546121.0,601318
841,2010-11-12,27.384,26.694,28.214,26.426,604492.0,601318
842,2010-11-15,26.412,26.118,26.667,25.49,425999.0,601318
843,2010-11-16,26.017,24.896,26.017,24.523,412861.0,601318
844,2010-11-17,24.422,25.011,25.599,24.312,498823.0,601318
845,2010-11-18,25.428,25.336,25.512,24.751,308265.0,601318
846,2010-11-19,25.556,25.362,25.591,24.4,366334.0,601318
847,2010-11-22,25.274,25.652,26.149,25.226,353701.0,601318
848,2010-11-23,25.318,24.725,25.402,24.532,307731.0,601318
849,2010-11-24,24.804,25.617,25.793,24.804,339886.0,601318
850,2010-11-25,25.586,25.705,25.929,25.208,245211.0,601318
851,2010-11-26,25.538,25.125,25.573,24.975,213082.0,601318
852,2010-11-29,25.055,25.38,25.577,25.05,178628.0,601318
853,2010-11-30,25.27,24.914,25.529,24.479,259619.0,601318
854,2010-12-01,24.786,24.611,24.914,24.523,141752.0,601318
855,2010-12-02,25.27,25.011,25.512,25.002,222668.0,601318
856,2010-12-03,25.248,25.762,25.841,25.182,336934.0,601318
857,2010-12-06,25.705,26.267,26.562,25.639,341577.0,601318
858,2010-12-07,26.122,26.536,26.746,25.876,246123.0,601318
859,2010-12-08,26.452,26.021,26.645,25.986,182897.0,601318
860,2010-12-09,25.885,26.004,26.522,25.758,180810.0,601318
861,2010-12-10,25.885,26.764,26.843,25.841,331827.0,601318
862,2010-12-13,26.808,27.019,27.028,26.487,390679.0,601318
863,2010-12-14,26.808,26.786,27.313,26.725,230333.0,601318
864,2010-12-15,26.782,26.136,26.896,26.1,248198.0,601318
865,2010-12-16,26.065,25.389,26.267,25.336,343371.0,601318
866,2010-12-17,25.481,25.279,25.494,25.076,258785.0,601318
867,2010-12-20,25.415,24.703,25.472,24.391,304220.0,601318
868,2010-12-21,24.826,25.744,25.78,24.725,327823.0,601318
869,2010-12-22,25.709,25.178,25.793,25.011,204956.0,601318
870,2010-12-23,25.182,25.019,25.556,24.927,164977.0,601318
871,2010-12-24,24.901,25.046,25.358,24.703,186128.0,601318
872,2010-12-27,25.753,24.51,25.92,24.391,310757.0,601318
873,2010-12-28,24.479,24.22,24.861,24.171,219886.0,601318
874,2010-12-29,24.307,24.404,24.422,24.083,127281.0,601318
875,2010-12-30,24.408,24.263,24.567,24.11,181219.0,601318
876,2010-12-31,24.387,24.681,24.822,24.294,164760.0,601318
877,2011-01-04,24.984,25.011,25.314,24.83,245626.0,601318
878,2011-01-05,24.87,24.11,24.962,24.083,427554.0,601318
879,2011-01-06,24.145,23.112,24.145,22.611,947078.0,601318
880,2011-01-07,23.279,23.297,23.842,22.765,659013.0,601318
881,2011-01-10,23.248,22.866,23.688,22.809,282919.0,601318
882,2011-01-11,22.782,22.905,23.094,22.721,258047.0,601318
883,2011-01-12,22.971,23.288,23.38,22.853,225559.0,601318
884,2011-01-13,23.389,23.283,23.486,23.094,195120.0,601318
885,2011-01-14,23.165,22.844,23.257,22.765,154439.0,601318
886,2011-01-17,22.743,21.908,22.84,21.886,308565.0,601318
887,2011-01-18,21.912,21.974,22.215,21.776,180540.0,601318
888,2011-01-19,21.974,22.273,22.317,21.89,178341.0,601318
889,2011-01-20,22.321,21.438,22.343,21.42,221741.0,601318
890,2011-01-21,21.473,21.714,22.215,21.315,238048.0,601318
891,2011-01-24,21.842,21.249,21.842,21.095,252759.0,601318
892,2011-01-25,21.244,21.315,21.534,21.051,200780.0,601318
893,2011-01-26,21.354,21.504,21.693,21.337,148706.0,601318
894,2011-01-27,21.315,21.943,22.053,21.121,258096.0,601318
895,2011-01-28,21.943,21.71,22.04,21.49,181704.0,601318
896,2011-01-31,21.679,21.842,21.93,21.512,171980.0,601318
897,2011-02-01,21.877,21.952,22.018,21.75,140347.0,601318
898,2011-02-09,21.886,21.93,22.303,21.732,217564.0,601318
899,2011-02-10,21.886,22.224,22.264,21.693,249274.0,601318
900,2011-02-11,22.062,21.961,22.15,21.864,425115.0,601318
901,2011-02-14,21.974,22.98,23.072,21.956,548549.0,601318
902,2011-02-15,22.936,22.695,23.072,22.677,336940.0,601318
903,2011-02-16,22.633,22.629,22.791,22.413,272510.0,601318
904,2011-02-17,22.637,22.528,22.809,22.413,257825.0,601318
905,2011-02-18,22.457,22.492,22.668,22.312,249045.0,601318
906,2011-02-21,22.404,22.659,22.699,22.273,217624.0,601318
907,2011-02-22,22.677,21.64,22.716,21.627,507037.0,601318
908,2011-02-23,21.547,21.504,21.693,21.372,284176.0,601318
909,2011-02-24,21.49,21.477,21.534,21.187,271321.0,601318
910,2011-02-25,21.482,21.631,21.921,21.359,253069.0,601318
911,2011-02-28,21.657,21.868,21.908,21.438,256495.0,601318
912,2011-03-01,21.881,22.084,22.295,21.842,282299.0,601318
913,2011-03-02,21.908,22.022,22.198,21.807,225292.0,601318
914,2011-03-03,22.136,22.29,22.897,22.123,658489.0,601318
915,2011-03-04,22.396,22.91,22.963,22.303,481229.0,601318
916,2011-03-07,23.121,23.512,23.604,23.068,544388.0,601318
917,2011-03-08,23.468,23.367,23.644,23.121,302452.0,601318
918,2011-03-09,23.512,23.477,23.736,23.279,268171.0,601318
919,2011-03-10,23.38,22.695,23.38,22.659,432742.0,601318
920,2011-03-11,22.545,22.352,22.681,22.22,304760.0,601318
921,2011-03-15,22.413,21.732,22.479,21.319,558216.0,601318
922,2011-03-16,21.947,22.04,22.233,21.886,239269.0,601318
923,2011-03-17,21.82,21.433,21.82,21.359,395419.0,601318
924,2011-03-18,21.6,21.547,21.776,21.53,217790.0,601318
925,2011-03-21,21.622,21.622,21.877,21.569,178335.0,601318
926,2011-03-22,21.754,22.013,22.057,21.574,229230.0,601318
927,2011-03-23,21.93,22.163,22.264,21.838,202633.0,601318
928,2011-03-24,22.163,21.978,22.18,21.93,157787.0,601318
929,2011-03-25,22.035,22.198,22.453,21.939,282207.0,601318
930,2011-03-28,22.281,22.005,22.528,21.974,311402.0,601318
931,2011-03-29,22.013,21.912,22.317,21.684,353005.0,601318
932,2011-03-30,21.974,21.969,22.189,21.846,197365.0,601318
933,2011-03-31,22.022,21.736,22.132,21.719,187467.0,601318
934,2011-04-01,21.798,22.514,22.528,21.767,305885.0,601318
935,2011-04-06,22.782,23.393,23.486,22.725,779886.0,601318
936,2011-04-07,23.49,23.292,23.494,23.134,317422.0,601318
937,2011-04-08,23.248,23.248,23.472,23.094,220701.0,601318
938,2011-04-11,23.292,22.8,23.428,22.778,336488.0,601318
939,2011-04-12,22.721,22.844,22.949,22.589,256472.0,601318
940,2011-04-13,22.703,23.516,23.556,22.673,345013.0,601318
941,2011-04-14,23.455,23.367,23.776,23.297,422949.0,601318
942,2011-04-15,23.341,23.811,23.877,23.239,378106.0,601318
943,2011-04-18,23.714,24.123,24.382,23.635,515045.0,601318
944,2011-04-19,23.899,23.204,23.943,23.196,344427.0,601318
945,2011-04-20,23.358,23.125,23.459,22.971,219672.0,601318
946,2011-04-21,23.411,23.275,23.547,23.235,174261.0,601318
947,2011-04-22,23.292,22.927,23.292,22.87,167899.0,601318
948,2011-04-25,22.927,22.712,22.927,22.523,207586.0,601318
949,2011-04-26,22.624,22.664,22.901,22.58,190239.0,601318
950,2011-04-27,22.8,22.681,22.84,22.545,167602.0,601318
951,2011-04-28,22.853,22.905,23.301,22.853,373851.0,601318
952,2011-04-29,22.831,22.954,23.024,22.369,221706.0,601318
953,2011-05-03,22.853,23.103,23.152,22.593,196591.0,601318
954,2011-05-04,22.853,22.321,22.936,22.237,303428.0,601318
955,2011-05-05,22.273,22.11,22.325,21.947,227055.0,601318
956,2011-05-06,21.877,22.009,22.198,21.829,174482.0,601318
957,2011-05-09,22.097,21.851,22.141,21.794,162473.0,601318
958,2011-05-10,21.86,22.066,22.119,21.86,109520.0,601318
959,2011-05-11,22.084,22.079,22.215,21.908,105821.0,601318
960,2011-05-12,21.877,21.627,22.04,21.622,159404.0,601318
961,2011-05-13,21.758,22.0,22.048,21.618,164616.0,601318
962,2011-05-16,21.974,21.653,22.044,21.635,171127.0,601318
963,2011-05-17,21.653,21.89,22.062,21.622,159673.0,601318
964,2011-05-18,21.86,22.022,22.237,21.767,190681.0,601318
965,2011-05-19,22.079,21.925,22.189,21.846,114867.0,601318
966,2011-05-20,21.89,21.965,22.057,21.886,98703.0,601318
967,2011-05-23,21.886,21.152,21.93,21.117,275342.0,601318
968,2011-05-24,21.156,21.2,21.31,21.095,121461.0,601318
969,2011-05-25,21.152,21.003,21.152,20.985,139887.0,601318
970,2011-05-26,21.143,20.972,21.218,20.959,145725.0,601318
971,2011-05-27,20.972,21.082,21.275,20.963,157783.0,601318
972,2011-05-30,21.042,21.086,21.231,20.981,133058.0,601318
973,2011-05-31,21.104,21.407,21.442,21.042,144133.0,601318
974,2011-06-01,21.315,21.31,21.438,21.249,134985.0,601318
975,2011-06-02,21.095,20.77,21.178,20.581,217226.0,601318
976,2011-06-03,20.778,20.954,21.003,20.699,134132.0,601318
977,2011-06-07,20.822,21.068,21.117,20.73,110556.0,601318
978,2011-06-08,21.051,20.928,21.051,20.748,116779.0,601318
979,2011-06-09,20.897,20.669,20.985,20.625,139353.0,601318
980,2011-06-10,20.752,20.844,20.862,20.611,115654.0,601318
981,2011-06-13,20.655,20.559,20.66,20.339,114612.0,601318
982,2011-06-14,20.537,20.691,20.818,20.436,130822.0,601318
983,2011-06-15,20.712,20.387,20.805,20.365,127000.0,601318
984,2011-06-17,20.168,19.829,20.255,19.807,222785.0,601318
985,2011-06-20,19.851,19.495,19.904,19.319,204701.0,601318
986,2011-06-21,19.513,19.614,19.649,19.42,150976.0,601318
987,2011-06-22,19.689,19.737,19.921,19.658,152402.0,601318
988,2011-06-23,19.724,20.159,20.304,19.57,173064.0,601318
989,2011-06-24,20.124,20.959,21.051,20.106,370102.0,601318
990,2011-06-27,20.875,20.871,21.222,20.796,134682.0,601318
991,2011-06-28,21.025,20.787,21.051,20.589,133229.0,601318
992,2011-06-29,20.866,20.537,20.941,20.515,144644.0,601318
993,2011-06-30,20.633,21.213,21.464,20.603,298003.0,601318
994,2011-07-01,21.262,21.156,21.337,21.02,153785.0,601318
995,2011-07-04,21.288,21.609,21.688,21.288,219863.0,601318
996,2011-07-05,21.578,21.402,21.679,21.271,163092.0,601318
997,2011-07-06,21.306,21.534,21.842,20.994,216706.0,601318
998,2011-07-07,21.798,21.359,21.824,21.209,230480.0,601318
999,2011-07-08,21.446,21.31,21.578,21.227,141415.0,601318
1000,2011-07-11,21.161,21.068,21.161,20.888,144563.0,601318
1001,2011-07-12,20.866,20.471,20.866,20.449,216612.0,601318
1002,2011-07-13,20.559,20.84,20.91,20.493,183346.0,601318
1003,2011-07-14,20.84,20.822,20.967,20.704,146231.0,601318
1004,2011-07-15,20.792,20.998,21.139,20.647,136086.0,601318
1005,2011-07-18,21.046,20.853,21.156,20.77,139543.0,601318
1006,2011-07-19,20.734,20.616,20.774,20.567,117103.0,601318
1007,2011-07-20,20.809,20.704,20.862,20.594,143924.0,601318
1008,2011-07-21,20.815,20.38,20.819,20.349,125644.0,601318
1009,2011-07-22,20.504,20.562,20.762,20.402,129407.0,601318
1010,2011-07-25,20.438,20.03,20.438,19.946,192892.0,601318
1011,2011-07-26,20.03,20.212,20.252,19.995,95047.0,601318
1012,2011-07-27,20.07,19.946,20.106,19.791,231018.0,601318
1013,2011-07-28,19.755,19.534,19.755,19.445,234260.0,601318
1014,2011-07-29,19.614,19.724,19.99,19.441,254174.0,601318
1015,2011-08-01,19.724,19.906,19.946,19.662,129199.0,601318
1016,2011-08-02,19.667,19.667,19.68,19.458,104483.0,601318
1017,2011-08-03,19.498,19.525,19.738,19.45,135518.0,601318
1018,2011-08-04,19.605,19.516,19.751,19.503,122708.0,601318
1019,2011-08-05,19.059,18.767,19.095,18.634,372558.0,601318
1020,2011-08-08,18.528,18.155,18.696,18.044,319360.0,601318
1021,2011-08-09,17.668,18.036,18.124,17.557,358450.0,601318
1022,2011-08-10,18.377,18.169,18.439,18.049,272346.0,601318
1023,2011-08-11,17.903,18.47,18.479,17.792,285107.0,601318
1024,2011-08-12,18.607,18.293,18.616,18.173,280361.0,601318
1025,2011-08-15,18.364,18.882,18.918,18.173,278432.0,601318
1026,2011-08-16,18.785,18.559,18.904,18.528,188006.0,601318
1027,2011-08-18,18.785,18.284,18.838,18.2,193580.0,601318
1028,2011-08-19,17.92,17.867,18.129,17.778,164683.0,601318
1029,2011-08-22,17.929,17.916,18.106,17.73,129444.0,601318
1030,2011-08-23,17.929,18.169,18.173,17.858,115254.0,601318
1031,2011-08-24,18.279,18.0,18.319,17.947,134289.0,601318
1032,2011-08-25,18.049,18.82,18.838,18.044,362261.0,601318
1033,2011-08-26,18.696,18.621,18.771,18.483,185792.0,601318
1034,2011-08-29,18.35,18.204,18.35,18.031,187119.0,601318
1035,2011-08-30,18.333,18.093,18.585,18.08,165284.0,601318
1036,2011-08-31,18.053,18.053,18.084,17.898,185422.0,601318
1037,2011-09-01,18.173,18.231,18.497,18.098,203107.0,601318
1038,2011-09-02,18.227,18.294,18.454,17.991,120628.0,601318
1039,2011-09-05,18.111,17.911,18.111,17.876,108050.0,601318
1040,2011-09-06,17.929,17.769,17.929,17.667,148870.0,601318
1041,2011-09-07,17.933,18.027,18.107,17.778,144667.0,601318
1042,2011-09-08,18.085,17.804,18.089,17.796,108584.0,601318
1043,2011-09-09,17.991,17.867,18.187,17.791,133099.0,601318
1044,2011-09-13,17.506,17.564,17.702,17.466,133023.0,601318
1045,2011-09-14,17.698,17.56,17.751,17.213,177584.0,601318
1046,2011-09-15,17.609,17.484,17.729,17.466,115503.0,601318
1047,2011-09-16,17.618,17.604,17.809,17.578,142291.0,601318
1048,2011-09-19,17.457,17.262,17.484,17.239,112332.0,601318
1049,2011-09-20,17.262,17.342,17.395,17.173,80864.0,601318
1050,2011-09-21,17.382,17.853,18.005,17.306,216434.0,601318
1051,2011-09-22,17.689,17.302,17.84,17.222,179434.0,601318
1052,2011-09-23,17.084,16.91,17.137,16.55,293801.0,601318
1053,2011-09-26,16.679,15.291,16.861,15.233,680825.0,601318
1054,2011-09-27,15.571,15.571,15.696,15.451,352144.0,601318
1055,2011-09-28,15.74,15.429,15.825,15.371,187381.0,601318
1056,2011-09-29,15.335,15.148,15.335,15.104,277148.0,601318
1057,2011-09-30,15.242,14.935,15.251,14.855,308178.0,601318
1058,2011-10-10,15.042,15.082,15.206,15.024,192594.0,601318
1059,2011-10-11,15.616,15.278,15.7,15.206,323973.0,601318
1060,2011-10-12,15.26,16.127,16.149,15.211,366336.0,601318
1061,2011-10-13,16.029,16.154,16.39,15.994,313159.0,601318
1062,2011-10-14,16.141,16.207,16.247,15.976,172489.0,601318
1063,2011-10-17,16.31,16.537,16.719,16.261,238591.0,601318
1064,2011-10-18,16.332,15.802,16.408,15.727,199868.0,601318
1065,2011-10-19,15.891,15.834,16.19,15.731,201571.0,601318
1066,2011-10-20,15.642,15.433,15.682,15.286,184473.0,601318
1067,2011-10-21,15.571,15.571,15.771,15.487,166654.0,601318
1068,2011-10-24,15.838,16.39,16.452,15.678,309054.0,601318
1069,2011-10-25,16.327,16.497,16.683,16.109,287217.0,601318
1070,2011-10-26,16.47,16.697,16.897,16.452,305878.0,601318
1071,2011-10-27,16.505,16.901,16.933,16.488,381175.0,601318
1072,2011-10-28,17.217,17.226,17.684,17.119,579291.0,601318
1073,2011-10-31,17.262,17.208,17.431,17.102,239747.0,601318
1074,2011-11-01,17.008,17.449,17.876,16.946,389494.0,601318
1075,2011-11-02,17.173,17.831,17.867,17.084,336433.0,601318
1076,2011-11-03,17.867,17.965,18.374,17.867,420911.0,601318
1077,2011-11-04,18.205,17.969,18.329,17.96,300204.0,601318
1078,2011-11-07,17.858,17.698,17.974,17.662,185670.0,601318
1079,2011-11-08,17.791,17.756,17.974,17.662,130421.0,601318
1080,2011-11-09,17.885,18.036,18.147,17.702,216268.0,601318
1081,2011-11-10,17.751,17.28,17.76,17.266,285205.0,601318
1082,2011-11-11,17.337,17.266,17.466,17.128,123525.0,601318
1083,2011-11-14,17.511,17.773,17.827,17.511,182755.0,601318
1084,2011-11-15,17.738,17.591,17.76,17.489,116209.0,601318
1085,2011-11-16,17.52,16.786,17.613,16.674,319763.0,601318
1086,2011-11-17,16.817,16.568,16.875,16.461,232858.0,601318
1087,2011-11-18,16.403,16.185,16.541,16.061,246108.0,601318
1088,2011-11-21,16.212,16.292,16.31,15.994,164989.0,601318
1089,2011-11-22,16.149,16.167,16.372,16.078,194629.0,601318
1090,2011-11-23,16.19,15.838,16.23,15.749,173781.0,601318
1091,2011-11-24,15.705,16.078,16.261,15.665,183872.0,601318
1092,2011-11-25,16.003,15.9,16.096,15.829,93971.0,601318
1093,2011-11-28,16.012,16.034,16.216,15.958,126119.0,601318
1094,2011-11-29,16.247,16.314,16.336,16.065,180018.0,601318
1095,2011-11-30,16.221,15.687,16.261,15.638,175935.0,601318
1096,2011-12-01,16.505,16.541,17.017,16.359,531499.0,601318
1097,2011-12-02,16.416,16.505,16.541,16.283,202493.0,601318
1098,2011-12-05,16.674,16.497,16.852,16.403,211163.0,601318
1099,2011-12-06,16.505,16.381,16.634,16.243,145652.0,601318
1100,2011-12-07,16.461,16.87,16.884,16.408,222045.0,601318
1101,2011-12-08,16.732,16.901,17.075,16.559,205142.0,601318
1102,2011-12-09,16.728,16.892,16.99,16.683,133060.0,601318
1103,2011-12-12,16.901,16.688,16.95,16.621,123284.0,601318
1104,2011-12-13,16.456,16.158,16.55,16.029,137155.0,601318
1105,2011-12-14,16.016,16.02,16.105,15.883,118214.0,601318
1106,2011-12-15,15.887,15.749,16.052,15.58,127582.0,601318
1107,2011-12-16,15.66,15.994,16.185,15.651,161441.0,601318
1108,2011-12-19,15.838,16.074,16.114,15.522,182210.0,601318
1109,2011-12-20,15.949,16.158,16.327,15.918,131827.0,601318
1110,2011-12-21,16.016,15.318,16.35,15.282,333397.0,601318
1111,2011-12-22,15.3,15.122,15.438,14.993,260175.0,601318
1112,2011-12-23,15.122,15.122,15.326,14.886,217902.0,601318
1113,2011-12-26,15.006,14.935,15.242,14.89,162201.0,601318
1114,2011-12-27,14.926,15.028,15.371,14.89,129192.0,601318
1115,2011-12-28,14.948,15.18,15.215,14.882,135990.0,601318
1116,2011-12-29,15.135,15.104,15.26,14.993,105864.0,601318
1117,2011-12-30,15.171,15.322,15.42,15.144,146454.0,601318
1118,2012-01-04,15.522,15.082,15.571,15.042,145722.0,601318
1119,2012-01-05,14.926,15.095,15.393,14.913,181671.0,601318
1120,2012-01-06,15.064,15.06,15.215,14.953,170816.0,601318
1121,2012-01-09,15.082,15.451,15.46,14.837,331519.0,601318
1122,2012-01-10,15.482,16.145,16.19,15.46,385120.0,601318
1123,2012-01-11,16.105,15.94,16.216,15.86,265092.0,601318
1124,2012-01-12,15.923,16.181,16.461,15.86,228282.0,601318
1125,2012-01-13,16.185,16.029,16.336,15.838,188645.0,601318
1126,2012-01-16,15.972,15.834,16.194,15.829,139129.0,601318
1127,2012-01-17,15.918,16.826,16.87,15.771,312293.0,601318
1128,2012-01-18,16.772,16.661,17.128,16.585,225228.0,601318
1129,2012-01-19,16.688,17.133,17.195,16.688,356225.0,601318
1130,2012-01-20,17.248,17.395,17.56,17.155,398086.0,601318
1131,2012-01-30,17.4,17.173,17.484,17.106,220084.0,601318
1132,2012-01-31,17.173,17.057,17.395,16.817,241943.0,601318
1133,2012-02-01,17.008,16.643,17.191,16.514,270209.0,601318
1134,2012-02-02,16.75,17.635,17.662,16.746,440393.0,601318
1135,2012-02-03,17.618,17.862,18.08,17.506,441322.0,601318
1136,2012-02-06,17.898,17.627,17.951,17.457,224209.0,601318
1137,2012-02-07,17.493,17.311,17.591,17.128,263023.0,601318
1138,2012-02-09,17.836,17.742,18.04,17.662,409753.0,601318
1139,2012-02-10,17.707,17.836,18.116,17.671,261114.0,601318
1140,2012-02-13,17.591,17.92,18.174,17.551,205117.0,601318
1141,2012-02-14,17.907,17.609,17.907,17.435,235229.0,601318
1142,2012-02-15,17.551,17.902,18.063,17.551,242261.0,601318
1143,2012-02-16,17.876,17.653,17.885,17.533,172994.0,601318
1144,2012-02-17,17.88,17.684,17.938,17.551,173864.0,601318
1145,2012-02-20,17.929,17.836,18.192,17.809,314414.0,601318
1146,2012-02-21,17.858,18.103,18.125,17.662,228393.0,601318
1147,2012-02-22,18.049,18.281,18.387,17.885,240660.0,601318
1148,2012-02-23,18.236,18.245,18.458,18.156,186682.0,601318
1149,2012-02-24,18.245,18.543,18.552,18.125,257366.0,601318
1150,2012-02-27,18.61,18.467,18.774,18.432,283207.0,601318
1151,2012-02-28,18.499,18.556,18.681,18.383,200162.0,601318
1152,2012-02-29,18.494,18.16,18.507,18.076,256462.0,601318
1153,2012-03-01,18.107,18.04,18.285,18.009,177499.0,601318
1154,2012-03-02,18.094,18.352,18.369,18.094,212385.0,601318
1155,2012-03-05,18.374,17.84,18.441,17.822,355139.0,601318
1156,2012-03-06,17.827,17.546,17.84,17.453,401626.0,601318
1157,2012-03-07,17.395,17.413,17.658,17.364,216500.0,601318
1158,2012-03-08,17.498,17.756,17.956,17.498,268887.0,601318
1159,2012-03-09,17.898,17.827,17.92,17.644,137758.0,601318
1160,2012-03-12,17.822,17.698,17.822,17.395,241016.0,601318
1161,2012-03-13,17.675,18.085,18.089,17.675,225129.0,601318
1162,2012-03-14,18.24,17.684,18.303,17.618,322638.0,601318
1163,2012-03-15,17.64,17.591,17.88,17.578,196044.0,601318
1164,2012-03-16,17.635,17.591,17.747,17.262,225820.0,601318
1165,2012-03-19,17.511,17.355,17.511,17.217,252744.0,601318
1166,2012-03-20,17.306,17.244,17.506,17.217,198625.0,601318
1167,2012-03-21,17.395,17.32,17.462,17.106,176090.0,601318
1168,2012-03-22,17.355,17.328,17.444,17.133,136865.0,601318
1169,2012-03-23,17.253,17.093,17.253,16.99,159648.0,601318
1170,2012-03-26,17.048,17.021,17.133,16.888,108792.0,601318
1171,2012-03-27,17.173,17.048,17.213,16.91,190967.0,601318
1172,2012-03-28,16.981,16.63,17.008,16.577,227970.0,601318
1173,2012-03-29,16.51,16.123,16.594,16.061,249791.0,601318
1174,2012-03-30,16.23,16.274,16.301,16.074,194832.0,601318
1175,2012-04-05,16.274,16.799,16.906,16.078,288782.0,601318
1176,2012-04-06,16.795,16.941,17.057,16.719,192329.0,601318
1177,2012-04-09,16.808,16.75,16.95,16.661,84658.0,601318
1178,2012-04-10,16.692,16.937,16.959,16.439,127567.0,601318
1179,2012-04-11,16.715,16.861,17.017,16.683,148886.0,601318
1180,2012-04-12,16.879,17.382,17.431,16.781,252362.0,601318
1181,2012-04-13,17.449,17.684,17.818,17.44,342894.0,601318
1182,2012-04-16,17.578,17.564,17.707,17.44,102341.0,601318
1183,2012-04-17,17.551,17.297,17.635,17.284,119963.0,601318
1184,2012-04-18,17.404,17.791,17.827,17.342,218910.0,601318
1185,2012-04-19,17.76,18.245,18.463,17.711,569055.0,601318
1186,2012-04-20,18.196,18.405,18.463,18.16,352075.0,601318
1187,2012-04-23,18.396,18.076,18.61,18.009,279378.0,601318
1188,2012-04-24,17.978,18.147,18.596,17.885,420200.0,601318
1189,2012-04-25,18.107,18.151,18.369,17.991,224789.0,601318
1190,2012-04-26,18.236,18.325,18.507,18.227,224004.0,601318
1191,2012-04-27,18.329,18.111,18.463,18.018,234195.0,601318
1192,2012-05-02,18.57,18.761,18.89,18.436,363653.0,601318
1193,2012-05-03,18.77,19.166,19.228,18.73,318633.0,601318
1194,2012-05-04,19.13,19.166,19.286,18.957,268197.0,601318
1195,2012-05-07,18.952,18.681,19.064,18.552,332307.0,601318
1196,2012-05-08,18.765,18.503,18.814,18.414,293732.0,601318
1197,2012-05-09,18.352,18.441,18.534,18.294,259380.0,601318
1198,2012-05-10,18.418,18.405,18.539,18.374,182334.0,601318
1199,2012-05-11,18.396,18.321,18.614,18.196,177240.0,601318
1200,2012-05-14,18.467,18.147,18.628,17.893,239248.0,601318
1201,2012-05-15,18.24,18.77,18.774,18.24,470313.0,601318
1202,2012-05-16,18.685,18.334,18.717,18.298,221806.0,601318
1203,2012-05-17,18.401,18.863,18.908,18.356,295446.0,601318
1204,2012-05-18,18.672,18.423,18.672,18.24,262366.0,601318
1205,2012-05-21,18.334,18.516,18.712,18.334,155806.0,601318
1206,2012-05-22,18.587,18.939,18.952,18.552,300483.0,601318
1207,2012-05-23,18.863,18.779,18.908,18.596,234726.0,601318
1208,2012-05-24,18.69,18.703,18.983,18.623,125274.0,601318
1209,2012-05-25,18.694,18.085,18.814,17.974,226039.0,601318
1210,2012-05-28,18.049,18.272,18.329,17.876,215093.0,601318
1211,2012-05-29,18.281,18.783,18.952,18.151,260238.0,601318
1212,2012-05-30,18.783,18.797,18.939,18.694,184023.0,601318
1213,2012-05-31,18.725,18.636,18.743,18.543,170147.0,601318
1214,2012-06-01,18.641,18.761,18.903,18.632,142948.0,601318
1215,2012-06-04,18.552,18.156,18.654,18.107,366667.0,601318
1216,2012-06-05,18.218,18.094,18.352,18.036,213146.0,601318
1217,2012-06-06,18.192,18.24,18.401,18.165,155657.0,601318
1218,2012-06-07,18.463,18.276,18.757,18.196,150635.0,601318
1219,2012-06-08,18.596,18.285,18.619,18.218,266562.0,601318
1220,2012-06-11,18.427,18.832,18.841,18.352,194083.0,601318
1221,2012-06-12,18.717,18.908,18.975,18.708,198195.0,601318
1222,2012-06-13,18.917,20.145,20.225,18.917,542936.0,601318
1223,2012-06-14,20.158,20.078,20.34,19.993,348910.0,601318
1224,2012-06-15,20.131,20.492,20.745,20.131,393239.0,601318
1225,2012-06-18,20.678,20.518,20.776,20.296,201148.0,601318
1226,2012-06-19,20.465,20.447,20.732,20.398,202791.0,601318
1227,2012-06-20,20.465,20.483,20.705,20.443,138919.0,601318
